ID	Info1	Info2	Value1	Value2
1KV5KM4	MA	Hallownest	25922.57	1
XS3LJ2C	JK	Millenium	25932.48	0
ODW326K	MA	Galactica	25949.33	1
7E1H6VO	MA	Baderna	25952.14	1
T945DV2	CS	Scorpion	25955.14	0
Q6C2Y5S	CS	Voyager	25957.00	1
5Y7Z851	JK	Galactica	25957.67	1
675OL93	MA	Hallownest	25959.21	1
4O3W9V2	MA	Scorpion	25964.64	1
CAY7C4U	CS	Galactica	25973.99	0
372P3VM	CS	Enterprise	25985.91	0
UT3G18A	MA	Galactica	26011.37	0
SB3R322	JK	Galactica	26017.54	1
J94QFLA	JK	Hallownest	26027.84	0
MHPBL1A	MA	Galactica	26028.51	1
7558RT5	CS	Scorpion	26049.67	0
C4W5ME8	JK	Millenium	26059.64	1
8IYWL7J	CS	Millenium	26062.56	0
E3854M1	MA	Panopticon	26090.72	1
WQQA5R3	JK	Galactica	26091.76	1
DDK61EN	CS	Millenium	26098.81	0
88J3B6F	JK	Millenium	26101.63	0
93Q92U1	MA	Pegasus	26105.74	0
Q3761K2	MA	Galactica	26107.64	0
3KS9XVD	MA	Galactica	26121.60	0
7S2F41O	MA	Voyager	26127.85	0
6J1R5FP	CS	Enterprise	26144.94	1
CLRGRP9	CS	Galactica	26147.30	0
B491259	MA	Millenium	26155.22	1
62P3QN8	JK	Millenium	26163.34	0
RX47DO3	MA	Voyager	26176.86	0
N1V785U	MA	Pegasus	26182.83	0
2O2PXHW	JK	Galactica	26192.83	1
6H5PDX3	JK	Enterprise	26204.04	1
GR23QB7	MA	Scorpion	26209.45	1
QXJZR7K	MA	Voyager	26213.61	1
DZR83R1	MA	Galactica	26218.71	0
2UM21I6	CS	Galactica	26226.99	1
2D9DYS3	CS	Panopticon	26238.46	1
417J579	CS	Pegasus	26241.36	0
7A6TO12	CS	Millenium	26251.13	0
179ZAAH	JK	Panopticon	26255.56	1
S2JD958	JK	Scorpion	26272.34	1
631874X	CS	Baderna	26274.54	1
M283184	CS	Scorpion	26300.58	0
SLMWG9O	JK	Scorpion	26309.03	1
XFB98GL	MA	Pegasus	26311.42	0
NK34D3P	MA	Voyager	26343.58	0
Z6HWXJ4	CS	Baderna	26350.92	1
U4W86A3	CS	Hallownest	26379.14	0
2RFG7Z5	CS	Enterprise	26393.47	1
Q7CWGDO	JK	Scorpion	26422.11	0
F1FZ369	MA	Galactica	26423.75	1
S73R9Q3	MA	Panopticon	26429.79	0
F6RB15T	CS	Baderna	26437.86	0
WZA6T1N	CS	Galactica	26444.47	0
58J77JE	CS	Galactica	26464.83	0
9GZC525	MA	Millenium	26471.82	0
3853QZG	JK	Scorpion	26477.66	1
XULM2O8	CS	Enterprise	26488.90	1
C15K552	MA	Pegasus	26494.32	0
K7R8WMJ	JK	Voyager	26507.16	0
1K73A6B	CS	Pegasus	26517.69	1
52CC4CN	JK	Enterprise	26533.79	1
L1V96VJ	CS	Millenium	26546.56	0
5BPX8N5	JK	Baderna	26548.06	1
57QZJP1	CS	Millenium	26550.60	0
R47L69L	JK	Panopticon	26559.01	1
24T2K48	CS	Enterprise	26573.83	1
395L1V6	CS	Enterprise	26592.72	0
TU7H3QN	MA	Voyager	26605.14	1
L92O3DQ	CS	Pegasus	26613.87	1
2P2KMF7	JK	Baderna	26614.11	1
5O3B13P	MA	Scorpion	26616.65	1
6W47K9R	JK	Hallownest	26641.82	1
Z5DBX31	MA	Baderna	26646.10	0
Q2O6W4J	MA	Millenium	26678.19	1
C1735O8	MA	Galactica	26688.35	1
19T9J61	JK	Voyager	26692.21	1
QAU3774	CS	Enterprise	26715.04	0
1Q9CRQ8	JK	Baderna	26725.51	1
3Z7479A	MA	Panopticon	26728.29	1
8I4NYBU	CS	Scorpion	26757.91	0
32UTI1R	CS	Scorpion	26758.48	0
96P413N	MA	Millenium	26760.61	1
81DDV1O	MA	Hallownest	26763.42	1
64T36Q9	MA	Voyager	26770.16	1
53SRM5J	MA	Baderna	26776.70	0
5BCM5LO	MA	Baderna	26788.62	0
449DCAU	MA	Scorpion	26792.67	0
XK5DS8K	JK	Pegasus	26801.72	1
4MEK7OD	JK	Galactica	26812.98	1
KJ8XI58	CS	Millenium	26819.94	0
X484SBP	JK	Voyager	26828.17	0
W8127P9	MA	Galactica	26834.26	0
1KWDRC8	CS	Baderna	26834.48	1
O4QH23Z	JK	Galactica	26842.26	0
D29UZVN	CS	Galactica	26847.03	1
Y4WIAB4	JK	Panopticon	26849.50	0
M8XDZR7	CS	Enterprise	26864.63	1
77L397C	MA	Scorpion	26867.86	1
1G7UQ7P	CS	Panopticon	26871.24	1
Y86G7A4	JK	Galactica	26877.68	1
822315S	MA	Galactica	26902.53	1
8KFMP21	MA	Baderna	26947.32	1
V76I653	CS	Voyager	26949.87	1
THPJ2EV	CS	Pegasus	26950.09	1
V8B438X	JK	Enterprise	26969.46	0
1XSDN2E	MA	Voyager	26982.11	0
2V7KYII	MA	Millenium	26991.69	0
U88J133	JK	Baderna	27008.79	0
68FY593	JK	Panopticon	27009.86	0
Q1XXS82	MA	Panopticon	27010.98	1
95GJK94	MA	Enterprise	27057.95	0
K5S37NY	JK	Hallownest	27066.45	1
T49148O	MA	Panopticon	27074.50	0
YVBQ3T5	CS	Pegasus	27080.06	0
BCP4572	CS	Panopticon	27084.49	1
737P7X7	JK	Baderna	27091.40	1
E834A34	JK	Scorpion	27094.63	1
3AZ9298	MA	Hallownest	27095.14	1
T375I44	MA	Panopticon	27097.55	1
UPHJ662	JK	Pegasus	27100.76	0
LJ52DY4	JK	Voyager	27107.71	1
8P76463	MA	Pegasus	27113.79	0
X6972Z2	CS	Voyager	27117.00	0
TL3Y2SQ	MA	Galactica	27122.08	1
3QEH6E3	JK	Hallownest	27124.97	1
32YY4GK	CS	Hallownest	27126.55	0
7EJZ8T5	MA	Voyager	27169.32	1
K3ABA13	JK	Panopticon	27172.02	0
43123T6	CS	Pegasus	27178.53	0
81N3Q3M	MA	Enterprise	27182.73	1
96VZ262	JK	Scorpion	27189.98	1
NHH933T	JK	Enterprise	27190.76	1
94MPI2I	MA	Millenium	27198.41	1
CM8X4IP	MA	Scorpion	27204.72	1
J7384A4	CS	Pegasus	27213.16	1
6M8C28X	JK	Pegasus	27220.45	0
Q96O4YX	CS	Panopticon	27226.49	1
4NV8VGD	MA	Scorpion	27230.11	1
4L31M67	CS	Galactica	27233.43	1
X74279X	MA	Scorpion	27261.13	0
8I76639	JK	Scorpion	27275.87	0
Z3SAF5S	CS	Millenium	27284.61	0
ZPMDJ92	CS	Scorpion	27286.11	1
D4QSKFZ	CS	Galactica	27288.45	1
858R31C	CS	Galactica	27316.34	0
9NFKT82	MA	Panopticon	27321.50	1
9B77962	JK	Galactica	27328.38	1
B8C22AA	CS	Panopticon	27338.19	0
E831Y5S	MA	Galactica	27338.40	0
72OX2PB	CS	Enterprise	27357.99	1
N653TN5	CS	Panopticon	27368.33	0
T47V4GC	JK	Hallownest	27377.75	1
UA2SOG9	MA	Panopticon	27383.99	1
LAXJ7NG	CS	Galactica	27388.00	0
4J5MNAW	CS	Scorpion	27391.31	0
OXU66E6	MA	Panopticon	27406.58	1
WCS9RP7	MA	Enterprise	27410.99	0
WK73Q13	JK	Galactica	27421.51	1
ARC5673	MA	Baderna	27423.25	1
A7YO7X8	JK	Pegasus	27427.74	0
7UIPGKR	JK	Millenium	27428.01	0
XC9W7V6	MA	Galactica	27432.95	1
8H1SS7A	JK	Galactica	27433.04	1
JT472BK	JK	Millenium	27439.70	0
79AS9Z8	MA	Millenium	27452.53	0
PSMYM7P	JK	Hallownest	27454.64	1
E8PTGCF	JK	Scorpion	27456.64	0
32XCA6V	JK	Galactica	27470.51	1
NQ6B1G8	MA	Voyager	27479.27	1
O696M5T	JK	Galactica	27488.72	0
2I8446B	JK	Pegasus	27489.54	1
3F33Q5L	MA	Galactica	27548.18	0
R622RGW	MA	Voyager	27558.19	0
4753A7I	CS	Enterprise	27573.93	0
O4S194E	MA	Galactica	27587.05	1
72HBSP6	MA	Millenium	27591.63	0
7C7M984	CS	Voyager	27604.47	0
5WCD419	JK	Millenium	27607.06	0
ETH2WQ5	CS	Galactica	27607.96	0
BUT7879	JK	Voyager	27612.48	1
5577S8Y	JK	Hallownest	27616.96	1
7E2346G	MA	Enterprise	27635.64	0
YW4QS32	MA	Panopticon	27647.70	1
CUW594B	CS	Galactica	27652.08	0
F9HG56D	MA	Millenium	27661.42	0
VAFVH3F	JK	Scorpion	27676.85	0
9M6C7A3	CS	Millenium	27683.77	0
N5D7O88	CS	Hallownest	27700.71	0
17ZSVY6	MA	Galactica	27703.28	1
52EN677	MA	Galactica	27711.09	0
P3A24G5	JK	Enterprise	27714.39	0
191285J	CS	Galactica	27737.40	0
OF22GI6	MA	Baderna	27770.15	1
28XCTSV	JK	Galactica	27785.19	1
Z52BN3H	CS	Galactica	27788.08	0
8M3WC74	JK	Pegasus	27813.34	1
ZK44458	CS	Hallownest	27834.05	0
295OF99	JK	Galactica	27842.56	0
RPA6JM5	MA	Enterprise	27859.18	1
53L324R	MA	Galactica	27880.63	0
339EII8	JK	Baderna	27891.84	1
Q142FK7	JK	Enterprise	27904.94	0
229JQL2	CS	Galactica	27905.59	1
4367G2Y	CS	Millenium	27914.74	1
CZIO845	CS	Galactica	27917.90	1
RYWXRFM	JK	Voyager	27941.19	0
NU8XR6S	JK	Galactica	27944.24	0
GW27124	JK	Millenium	27968.22	0
6XYOVUC	MA	Baderna	27968.53	0
76QJO1R	MA	Pegasus	28010.28	0
AE8ZW23	CS	Voyager	28033.59	0
97529F9	JK	Enterprise	28043.25	0
EVH8147	MA	Enterprise	28044.29	0
S83VHWB	CS	Enterprise	28052.27	1
D9SUNN5	MA	Panopticon	28058.30	0
T2V6339	MA	Pegasus	28066.64	1
6RWJKQ5	JK	Galactica	28070.61	0
1G8G1WI	MA	Millenium	28089.48	0
14G2U77	JK	Galactica	28089.63	0
5G5I85Z	MA	Pegasus	28092.39	0
363X2U6	MA	Voyager	28110.01	0
V69MO55	CS	Millenium	28112.53	1
9FXP229	JK	Galactica	28121.89	1
466A324	MA	Panopticon	28124.64	1
V2LHXQ7	JK	Scorpion	28128.97	0
661142Z	MA	Galactica	28129.11	1
5RKX68I	MA	Baderna	28134.24	0
AG7INJ8	MA	Baderna	28170.60	1
JP2PI72	JK	Voyager	28197.57	0
O81CGWG	JK	Voyager	28219.33	0
R8VC93Z	CS	Galactica	28225.25	1
IIY4BT5	MA	Panopticon	28253.53	1
9H45LV9	JK	Galactica	28260.05	1
WQ9JN4Y	MA	Panopticon	28283.61	0
1NA7T27	JK	Baderna	28332.20	0
JL2CC1M	MA	Pegasus	28336.26	0
LRFS5CN	CS	Pegasus	28343.14	1
A76MIAK	CS	Panopticon	28350.35	0
1N89V31	CS	Galactica	28354.63	0
OHAUM81	CS	Galactica	28372.71	0
2TG5DRQ	MA	Hallownest	28377.08	1
E7N96JF	MA	Galactica	28404.59	0
U69Q398	MA	Hallownest	28407.69	0
84L1M5Q	JK	Panopticon	28411.81	1
BHP982P	CS	Enterprise	28440.01	1
64R48ZL	MA	Galactica	28443.21	1
A3K6GD4	CS	Galactica	28470.88	0
CV19BTD	MA	Galactica	28482.31	1
AUJIV98	MA	Galactica	28494.75	1
HT2Y5KK	MA	Pegasus	28500.02	1
DM2N2F2	JK	Pegasus	28513.65	1
GT1U2NY	CS	Panopticon	28514.60	1
93A8PX6	MA	Enterprise	28524.43	1
TIWX73L	MA	Enterprise	28526.32	0
6W2BL48	JK	Millenium	28527.94	0
TY6I45Y	CS	Voyager	28529.62	1
1ZAN9CP	MA	Pegasus	28538.91	1
BIB1P2E	JK	Baderna	28542.06	0
3761NC9	MA	Voyager	28547.51	1
M24EO79	MA	Enterprise	28553.58	0
79XH2K2	JK	Pegasus	28553.76	1
49U6IFI	JK	Baderna	28559.15	1
5D3ZLOP	MA	Hallownest	28582.99	0
N81TL7K	CS	Scorpion	28589.41	0
Y8C297X	CS	Hallownest	28604.66	1
8IG37BI	MA	Voyager	28626.11	1
QZK36Y2	MA	Galactica	28635.91	0
N4E6NUC	MA	Enterprise	28643.62	0
791F92B	MA	Scorpion	28645.41	0
NUD35K4	JK	Pegasus	28652.79	1
NHIHU9Z	MA	Scorpion	28653.70	0
62H13BQ	JK	Scorpion	28655.15	0
Z4WU7N6	JK	Panopticon	28658.57	1
Y976WUX	MA	Enterprise	28684.24	0
JA4P84S	MA	Baderna	28686.58	0
I3215HO	MA	Panopticon	28690.62	0
6BG569M	CS	Galactica	28710.51	0
8M3E793	JK	Panopticon	28754.51	0
8WNGGAN	CS	Voyager	28756.26	1
UL12L51	JK	Scorpion	28756.34	1
1MAH972	MA	Scorpion	28758.54	0
M942A96	MA	Hallownest	28759.47	0
AH7E6G9	MA	Panopticon	28764.59	1
25A7EVL	CS	Panopticon	28771.47	0
DB9R24U	MA	Hallownest	28787.51	0
4CDSFDG	CS	Voyager	28797.96	0
4P946Y8	JK	Scorpion	28819.31	0
A5J45XR	CS	Baderna	28826.39	1
5YFG9QM	MA	Baderna	28838.37	1
1BJ496S	JK	Galactica	28868.99	1
SQQ7C49	JK	Galactica	28883.68	1
857F3CA	MA	Galactica	28889.53	1
Z88A4E1	CS	Millenium	28906.23	1
59L3RWV	CS	Hallownest	28907.32	1
GX3GZI7	CS	Pegasus	28920.33	1
F621DVK	JK	Scorpion	28925.26	1
MEH6959	MA	Panopticon	28928.81	1
7SB23X5	MA	Hallownest	28928.96	1
7Z18SY3	JK	Scorpion	28934.12	1
76TQ77E	MA	Galactica	28949.73	0
PKRP29X	MA	Galactica	28957.18	1
83I1A43	CS	Galactica	28972.03	0
QN4KC64	JK	Enterprise	28972.56	0
6W4V138	JK	Millenium	28974.63	0
11MN282	JK	Panopticon	28978.82	1
8S1IYA7	MA	Galactica	28981.56	0
W5Q71OK	JK	Scorpion	29005.70	1
FC496SZ	MA	Galactica	29015.54	0
2365J28	MA	Galactica	29030.32	0
882YWLR	MA	Voyager	29040.85	0
OW63PDQ	MA	Galactica	29048.10	0
24I42X7	CS	Panopticon	29084.71	1
B7MZCC2	CS	Millenium	29088.45	0
T14WU89	JK	Enterprise	29099.82	1
EG2FBQD	CS	Panopticon	29101.05	1
624Y44F	JK	Millenium	29105.51	1
C468914	MA	Galactica	29113.00	0
13H49AR	CS	Voyager	29119.16	0
U7UL54O	MA	Scorpion	29144.10	0
1JR7851	JK	Panopticon	29150.52	0
91I162Q	JK	Enterprise	29152.60	1
PZG83DS	JK	Scorpion	29157.19	0
BJ35NC6	MA	Hallownest	29194.43	1
UE36Y57	JK	Voyager	29207.86	0
L75U3Y2	JK	Scorpion	29224.27	0
P93AM8N	CS	Galactica	29229.31	0
EE95429	JK	Panopticon	29249.76	1
L46Q181	CS	Galactica	29254.51	1
9TX42WK	CS	Millenium	29254.72	0
U157HT5	MA	Millenium	29260.73	1
581QG4Y	CS	Scorpion	29262.83	1
54G6WE8	CS	Millenium	29263.71	0
4LJVMG2	CS	Pegasus	29269.52	1
RFBRZQP	CS	Panopticon	29274.20	1
65U5337	MA	Galactica	29274.25	1
5ZX2491	JK	Galactica	29275.52	0
T21YPY2	MA	Millenium	29283.20	0
8974EW4	CS	Galactica	29293.79	1
81F53S4	JK	Panopticon	29326.47	0
42841YE	CS	Millenium	29351.46	1
GYK2639	CS	Hallownest	29366.59	0
22678O2	MA	Baderna	29403.18	1
U1C6OVE	MA	Millenium	29409.93	0
C8H18G3	JK	Pegasus	29410.97	0
8I6IC8Y	MA	Pegasus	29418.62	1
962JZQ8	CS	Enterprise	29426.65	1
762UZ7G	CS	Enterprise	29429.21	0
O46H6S9	CS	Panopticon	29429.30	0
G366555	JK	Pegasus	29431.56	1
21117J4	MA	Enterprise	29441.14	1
34Z5827	JK	Galactica	29444.81	1
TCZ8K7P	JK	Galactica	29459.64	1
EB4OPQO	CS	Panopticon	29468.04	0
S93IG83	CS	Scorpion	29471.99	0
VRODPHZ	JK	Pegasus	29477.77	1
474O146	JK	Hallownest	29481.51	0
29RA4L2	MA	Baderna	29482.98	1
6ZBK9O9	JK	Pegasus	29488.67	1
9SFG17O	MA	Enterprise	29492.09	0
Z64M32D	MA	Scorpion	29497.66	1
P8W3A32	CS	Scorpion	29505.91	0
F16BJ2D	MA	Pegasus	29511.05	1
NOBY4SJ	JK	Baderna	29515.03	0
R6B5O81	JK	Hallownest	29526.29	0
6CB13OU	MA	Galactica	29531.30	1
9B5Q48W	JK	Enterprise	29544.54	1
75E3QM2	MA	Voyager	29552.69	1
7UP7C3W	CS	Pegasus	29561.05	0
698E2U3	JK	Galactica	29570.18	1
339549A	MA	Galactica	29580.03	0
13652LM	CS	Hallownest	29596.02	0
6BIHT87	JK	Baderna	29596.39	0
7AGZ56V	JK	Baderna	29603.24	1
AEYJG24	MA	Galactica	29632.90	0
W4652LN	JK	Panopticon	29680.77	0
5T8Y269	MA	Voyager	29683.82	0
3S87XTT	JK	Galactica	29693.30	1
92G43LP	MA	Panopticon	29696.20	0
3D6VF93	JK	Enterprise	29697.23	1
4K6KN6H	CS	Galactica	29698.41	1
PB3DA94	JK	Galactica	29709.44	0
53V4X6L	JK	Millenium	29710.86	1
B9MO463	MA	Scorpion	29711.10	0
1PYFZ41	CS	Millenium	29737.88	1
8WBG163	CS	Panopticon	29771.93	1
995373O	MA	Millenium	29779.60	1
417F4JF	JK	Enterprise	29825.93	1
5N29GRZ	MA	Millenium	29836.29	0
86BRQD6	MA	Baderna	29844.05	1
285SE1V	MA	Enterprise	29848.27	1
ZOAANA8	CS	Baderna	29851.28	0
776U72E	JK	Enterprise	29856.19	1
T7QW72X	JK	Galactica	29866.00	1
589BAD6	MA	Galactica	29869.78	1
BU24IKE	JK	Panopticon	29878.96	1
KSPHS15	MA	Galactica	29881.86	0
41FA955	CS	Pegasus	29881.91	1
185HS3D	MA	Panopticon	29887.60	0
6DU243B	CS	Baderna	29887.70	1
22SVW84	JK	Panopticon	29910.06	1
V2DKVTL	CS	Galactica	29913.61	1
91E611G	MA	Millenium	29916.72	0
Z38C12Q	MA	Galactica	29918.29	0
69MO733	JK	Galactica	29918.83	0
31T98GL	JK	Hallownest	29922.69	1
R72Z52S	JK	Pegasus	29945.00	0
X7U24W6	JK	Pegasus	29946.73	1
9D6913C	MA	Pegasus	29950.60	0
Q9PK958	CS	Baderna	29966.45	0
87O5Z22	MA	Pegasus	29967.11	0
2H21SLP	JK	Galactica	29970.69	0
IXE51QI	JK	Galactica	29979.72	1
9KB63OT	JK	Galactica	29989.87	0
1EHFRW5	CS	Voyager	30006.58	1
D362H29	MA	Panopticon	30014.17	0
9JTZ1J7	CS	Hallownest	30015.69	0
T37XR86	JK	Galactica	30030.20	0
1UQZM2U	JK	Voyager	30033.93	0
N1991RR	CS	Galactica	30070.15	0
1SY5264	CS	Enterprise	30085.83	1
IP5L355	MA	Galactica	30097.51	0
1ROW75X	MA	Pegasus	30113.63	1
PDR4YBE	CS	Pegasus	30121.05	1
4K65F49	CS	Galactica	30162.62	1
4L2744R	JK	Voyager	30191.76	1
18152J1	CS	Voyager	30192.85	0
4E7N655	CS	Galactica	30198.05	1
ZS995C9	CS	Baderna	30204.02	0
2XTQ957	CS	Millenium	30212.29	0
6W5QS83	CS	Panopticon	30215.86	1
3P86248	JK	Enterprise	30222.80	0
4HCKR4W	JK	Panopticon	30228.93	1
4EEP16V	CS	Baderna	30268.65	1
W1OM22V	CS	Enterprise	30269.86	0
68267KZ	CS	Pegasus	30291.76	1
QG68L45	CS	Hallownest	30316.40	0
2A4TP28	JK	Pegasus	30318.23	0
55L8W58	MA	Millenium	30338.74	1
CH61HM4	JK	Scorpion	30367.24	1
F4773C1	MA	Galactica	30368.13	0
5RME71W	JK	Hallownest	30370.57	1
4FAU793	CS	Scorpion	30373.59	1
6JCFNNQ	CS	Galactica	30383.38	1
56LBT7N	MA	Galactica	30395.97	0
B6JISHB	MA	Millenium	30396.57	0
JZ31JE9	JK	Galactica	30404.37	1
53731XZ	MA	Hallownest	30405.33	0
7P47UVG	CS	Hallownest	30418.50	0
9RZ539Z	CS	Scorpion	30426.40	1
DLAB89T	MA	Scorpion	30438.79	0
LAO9599	MA	Scorpion	30448.22	0
7834EPG	MA	Galactica	30452.06	1
AFS2U5N	CS	Voyager	30457.90	0
3GAYK75	MA	Millenium	30460.98	0
P77B1T9	MA	Panopticon	30481.10	0
Z57S6H5	JK	Baderna	30487.56	0
5E5712H	MA	Galactica	30496.48	0
76G1CLD	JK	Galactica	30496.51	1
2L12SQU	CS	Scorpion	30502.10	1
95WR656	MA	Panopticon	30506.13	0
46MH8Y6	MA	Galactica	30506.82	0
2J61J6F	CS	Voyager	30529.76	1
C5U6HK5	MA	Galactica	30539.93	0
26T8ML9	MA	Enterprise	30541.09	1
6537KN8	MA	Millenium	30542.72	0
UZSQ8U1	CS	Baderna	30545.06	0
GJP514H	CS	Enterprise	30566.42	0
683WB61	JK	Baderna	30567.66	0
OUZH26A	JK	Baderna	30578.64	0
52H948J	JK	Scorpion	30580.63	0
3OC1OTM	CS	Baderna	30591.72	0
L4T8I9T	CS	Pegasus	30607.31	0
D41871O	MA	Galactica	30609.16	1
B2U2J2V	CS	Pegasus	30613.97	1
4SN3715	MA	Voyager	30614.38	0
J8RK99I	JK	Millenium	30616.39	1
6PDNDGP	JK	Baderna	30616.55	1
H3537BR	CS	Enterprise	30626.64	1
J53299Z	CS	Millenium	30629.45	1
1J87D4Z	MA	Galactica	30646.82	1
9U87C86	CS	Baderna	30647.36	1
76SUGYC	MA	Baderna	30655.15	0
48AJHF3	MA	Galactica	30658.58	1
54289D2	CS	Panopticon	30669.95	1
KLB6R3F	JK	Pegasus	30684.84	1
MJIYR29	JK	Baderna	30708.13	1
94K16XH	CS	Pegasus	30711.57	0
MINC159	MA	Voyager	30714.49	1
8149RD6	CS	Scorpion	30715.08	1
195EB6F	MA	Galactica	30732.84	0
952E23V	MA	Pegasus	30732.85	1
4J6V9F4	JK	Hallownest	30750.69	0
43EI1ZX	MA	Baderna	30760.94	0
9S4N9S4	JK	Panopticon	30765.24	0
RJR6L75	JK	Enterprise	30784.53	0
3T3UZ9F	MA	Pegasus	30786.18	1
H9R83I5	CS	Galactica	30787.72	0
TOV2XNG	MA	Galactica	30796.25	0
D4S45OV	MA	Millenium	30809.65	0
3A2T641	JK	Galactica	30822.16	1
X33SR8J	MA	Millenium	30834.35	1
X6MB341	MA	Panopticon	30841.97	1
ZV45141	JK	Galactica	30886.84	1
M47MTSE	JK	Enterprise	30887.36	0
V7AGF44	CS	Baderna	30898.02	0
KT22Z47	MA	Voyager	30907.63	1
O5552HA	MA	Millenium	30915.67	1
798Z36M	JK	Scorpion	30920.08	0
5IIY1U8	MA	Galactica	30922.41	0
L81V51H	CS	Scorpion	30922.69	1
YB6NPW9	MA	Galactica	30924.05	0
Z5M353N	JK	Hallownest	30924.89	0
VN14F7J	JK	Baderna	30928.36	0
2R89SL7	CS	Pegasus	30941.05	1
6QH3742	JK	Baderna	30942.27	1
8O2RH26	JK	Galactica	30959.78	0
R8G7R28	CS	Panopticon	30964.58	1
V6RL74F	CS	Millenium	30968.86	1
RJXG184	MA	Voyager	30972.88	1
OH2UV26	CS	Pegasus	30972.95	1
SO1429V	JK	Voyager	30977.05	1
938RP6R	MA	Pegasus	30986.33	0
X522H8O	CS	Enterprise	30992.01	1
G6NA843	MA	Hallownest	30995.67	0
6I1S11O	MA	Millenium	31010.23	0
96286BI	CS	Galactica	31020.58	0
L83112J	JK	Millenium	31027.02	0
97471W3	JK	Baderna	31059.27	0
R38175U	MA	Baderna	31068.22	0
2C8QCAO	MA	Millenium	31070.14	0
M2BS168	CS	Scorpion	31072.01	0
K1CG9QJ	JK	Hallownest	31073.84	1
869LC3D	CS	Scorpion	31096.04	1
6S4YLR3	JK	Galactica	31112.34	1
R2169PL	MA	Galactica	31117.79	1
Q349VDK	JK	Galactica	31126.79	1
349Y9RO	JK	Hallownest	31127.71	1
E196CAV	JK	Baderna	31127.83	1
1XX9Q6A	CS	Hallownest	31152.16	0
Z14L359	MA	Panopticon	31155.28	1
62JVDA8	MA	Scorpion	31158.41	0
4LI61K1	CS	Pegasus	31163.18	1
8WD3415	MA	Baderna	31175.48	1
1LF98KG	CS	Hallownest	31176.52	0
M1S1F7O	MA	Voyager	31194.59	1
KYKR718	JK	Galactica	31196.68	1
PS943SP	MA	Galactica	31201.66	1
WK7F5D3	JK	Pegasus	31227.51	0
7863O13	JK	Voyager	31229.39	0
N2FITW7	JK	Baderna	31267.33	1
5M1I569	JK	Pegasus	31273.28	1
V2JVLY6	MA	Panopticon	31288.98	0
5K6G48M	MA	Millenium	31293.15	1
6ZLEO83	MA	Enterprise	31319.73	0
FS3S8B3	JK	Hallownest	31326.15	0
68O17P6	JK	Hallownest	31338.82	1
P4NTJ6Q	CS	Hallownest	31347.28	1
AM81J7S	MA	Scorpion	31349.49	1
Q8D2J2E	JK	Millenium	31352.48	0
4G24P6B	JK	Hallownest	31371.51	1
U3DO42I	JK	Panopticon	31379.38	1
H55IU25	MA	Panopticon	31427.30	1
K9B842T	CS	Enterprise	31429.86	0
GLBUI68	JK	Enterprise	31453.29	1
5L1P35D	CS	Pegasus	31466.67	0
W955KV7	CS	Millenium	31470.15	0
7R1TI7K	CS	Baderna	31484.00	1
HWV2Z4A	MA	Galactica	31485.61	1
IQM46EE	JK	Hallownest	31512.83	0
OEVZD2N	JK	Millenium	31518.69	0
ZZPV1KB	JK	Galactica	31520.37	0
H3U5WLU	JK	Pegasus	31522.74	1
X5621X6	MA	Pegasus	31527.28	1
52D5763	MA	Millenium	31527.59	0
J5GQIFJ	JK	Galactica	31546.73	1
QTU39CB	MA	Pegasus	31568.02	0
V339VAW	MA	Scorpion	31582.06	0
PF1L55J	JK	Pegasus	31593.22	1
Q194M21	MA	Baderna	31595.98	0
F26FWQJ	MA	Galactica	31598.48	1
V57CQLY	CS	Voyager	31602.03	1
3NH21OP	JK	Galactica	31604.59	1
R58X1U5	JK	Galactica	31607.13	1
5XCHK17	MA	Panopticon	31619.40	0
4OGMS3V	MA	Panopticon	31627.29	0
14WL567	MA	Galactica	31666.12	0
3187TEO	JK	Baderna	31666.98	0
UNBR59E	CS	Voyager	31678.69	1
4W7R145	MA	Galactica	31685.00	1
TC42PKR	JK	Scorpion	31693.47	1
6K2GZ46	JK	Scorpion	31699.39	0
Q6B6R49	JK	Pegasus	31703.25	0
7BZ32R2	MA	Galactica	31703.30	1
S2CMH12	CS	Galactica	31757.42	0
77438FU	MA	Galactica	31760.52	0
5FZ6I92	MA	Pegasus	31778.19	1
69P3Q3S	CS	Baderna	31784.12	0
LMWKW52	CS	Panopticon	31786.26	0
6A9P176	CS	Panopticon	31826.77	0
2EK63A1	CS	Scorpion	31835.64	0
DG43V5I	MA	Panopticon	31845.20	0
82UK533	JK	Galactica	31846.84	0
XNH3DA6	MA	Millenium	31847.87	0
151KWMR	CS	Panopticon	31853.19	0
543DRMB	MA	Galactica	31857.02	1
6P69XE4	CS	Panopticon	31865.03	0
FRE6RJQ	CS	Panopticon	31875.64	0
7LE46G7	CS	Galactica	31882.44	0
E38U174	CS	Scorpion	31898.46	1
2X4THOO	MA	Galactica	31900.10	1
34EZ753	MA	Baderna	31901.16	0
1HC731Y	MA	Hallownest	31908.34	1
3DQZ5VJ	CS	Galactica	31909.72	0
QO3CA87	JK	Enterprise	31909.79	0
R7KWOF4	MA	Enterprise	31913.18	1
7F62YK7	JK	Baderna	31918.04	0
CC86647	JK	Hallownest	31921.99	0
863W72Z	JK	Galactica	31927.99	0
13KMMT9	MA	Baderna	31938.17	0
46VK4U7	CS	Enterprise	31944.92	1
HSG7916	JK	Millenium	31951.13	0
